0.000000	0.636301
0.010000	0.637282
0.020000	0.638211
0.030000	0.639130
0.040000	0.639989
0.050000	0.640939
0.060000	0.641861
0.070000	0.642762
0.080000	0.643580
0.090000	0.644441
0.100000	0.645315
0.110000	0.646189
0.120000	0.647032
0.130000	0.647928
0.140000	0.648877
0.150000	0.649799
0.160000	0.650718
0.170000	0.651648
0.180000	0.652624
0.190000	0.653518
0.200000	0.654389
0.210000	0.655231
0.220000	0.656161
0.230000	0.657032
0.240000	0.657899
0.250000	0.658743
0.260000	0.659723
0.270000	0.660679
0.280000	0.661633
0.290000	0.662529
0.300000	0.663511
0.310000	0.664465
0.320000	0.665391
0.330000	0.666241
0.340000	0.667138
0.350000	0.668043
0.360000	0.668940
0.370000	0.669815
0.380000	0.670743
0.390000	0.671724
0.400000	0.672684
0.410000	0.673636
0.420000	0.674595
0.430000	0.675603
0.440000	0.676534
0.450000	0.677435
0.460000	0.678308
0.470000	0.679265
0.480000	0.680166
0.490000	0.681067
0.500000	0.681948
0.510000	0.682955
0.520000	0.683943
0.530000	0.684930
0.540000	0.685864
0.550000	0.686878
0.560000	0.687865
0.570000	0.688822
0.580000	0.689704
0.590000	0.690636
0.600000	0.691574
0.610000	0.692501
0.620000	0.693404
0.630000	0.694365
0.640000	0.695381
0.650000	0.696375
0.660000	0.697357
0.670000	0.698348
0.680000	0.699389
0.690000	0.700356
0.700000	0.701290
0.710000	0.702196
0.720000	0.703181
0.730000	0.704115
0.740000	0.705048
0.750000	0.705966
0.760000	0.707003
0.770000	0.708025
0.780000	0.709045
0.790000	0.710016
0.800000	0.711066
0.810000	0.712087
0.820000	0.713073
0.830000	0.713988
0.840000	0.714952
0.850000	0.715925
0.860000	0.716883
0.870000	0.717821
0.880000	0.718815
0.890000	0.719869
0.900000	0.720902
0.910000	0.721919
0.920000	0.722945
0.930000	0.724018
0.940000	0.725022
0.950000	0.725987
0.960000	0.726928
0.970000	0.727943
0.980000	0.728913
0.990000	0.729879
1.000000	0.730833
1.000005	0.730833
