0.000000	0.000000
0.100000	0.013903
0.200000	0.014621
0.300000	0.011580
0.400000	0.007539
0.500000	0.004532
0.600000	0.002844
0.700000	0.001776
0.800000	0.000982
0.900000	0.000352
1.000000	-0.000166
1.100000	-0.000600
1.200000	-0.000969
1.300000	-0.001287
1.400000	-0.001562
1.500000	-0.001801
1.600000	-0.002019
1.700000	-0.002484
1.800000	-0.002714
1.900000	-0.002896
2.000000	-0.003054
2.100000	-0.003196
2.200000	-0.003325
2.300000	-0.003444
2.400000	-0.003556
2.500000	-0.003663
2.600000	-0.003766
2.700000	-0.003865
2.800000	-0.003953
2.900000	-0.003379
3.000000	-0.004129
3.100000	-0.004739
3.200000	-0.003681
3.300000	-0.091713
3.400000	-0.421748
3.500000	-0.786032
3.600000	-1.194110
3.700000	-1.610442
3.800000	-2.021551
3.900000	-2.428630
4.000000	-2.832884
4.100000	-3.235477
4.200000	-3.637531
4.300000	-4.040075
4.400000	-4.443955
4.500000	-4.849579
4.600000	-5.256522
4.700000	-5.664267
4.800000	-6.073394
4.900000	-6.485206
5.000000	-6.905296
5.100000	-7.323613
5.200000	-7.742369
5.300000	-8.163233
5.400000	-8.594633
5.500000	-9.042738
5.600000	-9.507550
5.700000	-9.989798
5.800000	-10.490267
5.900000	-11.009799
6.000000	-11.549285
6.100000	-12.109669
6.200000	-12.691943
6.300000	-13.297152
6.400000	-13.926389
6.500000	-14.580800
6.600000	-15.261582
6.700000	-15.969984
6.800000	-16.707312
6.900000	-17.474925
7.000000	-18.274243
7.100000	-19.106743
7.200000	-19.973965
7.300000	-20.877516
7.400000	-21.819068
7.500000	-22.800364
7.600000	-23.823218
7.700000	-24.889524
7.800000	-26.001253
7.900000	-27.160460
8.000000	-28.369286
8.100000	-29.629963
8.200000	-30.944819
8.300000	-32.316277
8.400000	-33.746868
8.500000	-35.239228
8.600000	-36.796107
8.700000	-38.420370
8.800000	-40.115009
8.900000	-41.883142
9.000000	-43.728021
9.100000	-45.653039
9.200000	-47.661735
9.300000	-49.757801
9.400000	-51.945089
9.500000	-54.227616
9.600000	-56.609574
9.700000	-59.095339
9.800000	-61.689430
9.900000	-64.396639
10.000000	-67.221928
